,title,rating,link
236,Showgirls,4.7,https://www.imdb.com/title/tt0114436/
237,Anaconda,4.7,https://www.imdb.com/title/tt0118615/
238,Deuce Bigalow: European Gigolo,4.7,https://www.imdb.com/title/tt0367652/
239,AVPR: Aliens vs Predator - Requiem,4.7,https://www.imdb.com/title/tt0758730/
240,High School Musical 3: Senior Year,4.7,https://www.imdb.com/title/tt0962726/
241,Jonah Hex,4.7,https://www.imdb.com/title/tt1075747/
242,The Twilight Saga: New Moon,4.7,https://www.imdb.com/title/tt1259571/
243,Zoolander 2,4.7,https://www.imdb.com/title/tt1608290/
244,Ra.One,4.8,https://www.imdb.com/title/tt1562871/
245,God's Not Dead,4.8,https://www.imdb.com/title/tt2528814/
246,Enes Batur Hayal mi Gerçek mi?,5.5,https://www.imdb.com/title/tt7668842/
247,Meet the Blacks,5.9,https://www.imdb.com/title/tt4191580/
248,The Oogieloves in the Big Balloon Adventure,6.0,https://www.imdb.com/title/tt1520498/
249,Nada a Perder,6.5,https://www.imdb.com/title/tt6910020/
